uid,Licensee,DBA,License_No,Street_Address,City,ZIP,County,Category,Month,Year,Certification,source_geo,lat,long,geometry
2369,THE GREEN SOLUTION LLC,,403R-00836,2600 West Barberry Place,Denver,80204,Denver,MED Licensed Retail Cultivator,3,2019,,NOM,39.7301473,-105.019632,POINT (-105.019632 39.7301473)
2378,TIMBERLINE HERBAL CLINIC AND WELLNESS CENTER LLC,TIMBERLINE HERBAL CLINIC AND WELLNESS CENTER LLC,403R-00110,665 Kalamath Street,Denver,80204,Denver,MED Licensed Retail Cultivator,3,2019,,NOM,39.72687185,-105.0005595,POINT (-105.0005595 39.72687185)
2401,URBAN CANNABIS II LLC,HEALING HOUSE,403R-00049,1100 Yuma Court,Denver,80204,Denver,MED Licensed Retail Cultivator,3,2019,,NOM,39.7340396,-105.0143449,POINT (-105.0143449 39.7340396)
2416,WALKING RAVEN II LLC,WALKING RAVEN,403R-00073,875 North Navajo Street,Denver,80204,Denver,MED Licensed Retail Cultivator,3,2019,,NOM,39.73006502,-105.0041931,POINT (-105.0041931 39.73006502)
2436,XG PLATINUM CORPORATION,,403R-00452,525 Bryant Street,Denver,80204,Denver,MED Licensed Retail Cultivator,3,2019,,CENSUS,39.724163,-105.01867,POINT (-105.01867 39.724163)
2438,YUMA WAY LLC,1136 YUMA,403R-00803,1136 Yuma Court,Denver,80204,Denver,MED Licensed Retail Cultivator,3,2019,,NOM,39.7342974,-105.0143781,POINT (-105.0143781 39.7342974)
2449,PHYTATECH CO LLC,,405R-00011,879 North Federal Boulevard,Denver,80204,Denver,MED Licensed Retail Testing Facility,3,2019,,CENSUS,39.73081,-105.02516,POINT (-105.02516 39.73081)
2460,PHYTATECH CO LLC,,405R-00011,879 North Federal Boulevard,Denver,80204,Denver,MED Licensed Retail Testing Facility,3,2019,Microbial contaminate Testing,CENSUS,39.73081,-105.02516,POINT (-105.02516 39.73081)
2470,PHYTATECH CO LLC,,405R-00011,879 North Federal Boulevard,Denver,80204,Denver,MED Licensed Retail Testing Facility,3,2019,Pesticide Testing,CENSUS,39.73081,-105.02516,POINT (-105.02516 39.73081)
2480,PHYTATECH CO LLC,,405R-00011,879 North Federal Boulevard,Denver,80204,Denver,MED Licensed Retail Testing Facility,3,2019,Potency/Homogeneity Testing,CENSUS,39.73081,-105.02516,POINT (-105.02516 39.73081)
2490,PHYTATECH CO LLC,,405R-00011,879 North Federal Boulevard,Denver,80204,Denver,MED Licensed Retail Testing Facility,3,2019,Residual Solvents Contaminate Testing,CENSUS,39.73081,-105.02516,POINT (-105.02516 39.73081)
2502,GREEN RUSH TRANSPORTATION LLC,GREEN RUSH TRANSPORTATION,406R-00005,1120 Yuma Court,Denver,80204,Denver,MED Licensed Retail Transporter,3,2019,,NOM,39.73415175,-105.0143459,POINT (-105.0143459 39.73415175)
2526,A CUT OFF THE TOP MEDICAL MARIJUANA LLC,,402R-00055,2059 West 9th Avenue,Denver,80204,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.7313567,-105.0124405,POINT (-105.0124405 39.7313567)
2541,ALPINE HERBAL WELLNESS LLC,FROSTED LEAF,402R-00187,445 Federal Boulevard,Denver,80204,Denver,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,39.72352,-105.02514,POINT (-105.02514 39.72352)
2594,CANNABIS FOR HEALTH LLC,PIG N' WHISTLE,402R-00361,4801 West Colfax Avenue,Denver,80204,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.7406439,-105.0489717,POINT (-105.0489717 39.7406439)
2618,COLORADO CANNABIS COMPANY LLC,PURE MEDICAL DISPENSARY,402R-00396,1133 Bannock Street,Denver,80204,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.73435953,-104.990354,POINT (-104.990354 39.73435953)
2637,CURE MEDICAL PHARM INC,RIVERROCK,402R-00126,990 West 6th Avenue Suite #5,Denver,80204,Denver,MED Licensed Retail Marijuana Store,3,2019,,TEXAS,39.7254654,-104.9995503,POINT (-104.9995503 39.7254654)
2700,GMC LLC,GREEN MAN CANNABIS,402R-00152,"1355 North Santa Fe Drive, Suite F",Denver,80204,Denver,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,39.737595,-104.99873,POINT (-104.99873 39.737595)
2731,GT VENTURES I LLC,PANDO,402R-00005,"777 Canosa Court, Unit 102",Denver,80204,Denver,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,39.72883,-105.01987,POINT (-105.01987 39.72883)
2741,HERBAL HEALTH LLC,LOCAL PRODUCT OF COLORADO,402R-00543,419 West 13th Avenue,Denver,80204,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.7369928,-104.9934477,POINT (-104.9934477 39.7369928)
2744,HG LTD,HIGHER GRADE,402R-00105,1269 Elati Street,Denver,80204,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.7365721,-104.9943678,POINT (-104.9943678 39.7365721)
2842,MILE HIGH MEDICAL CANNABIS LLC,LIT,402R-00045,1630 North Federal Boulevard,Denver,80204,Denver,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,39.743145,-105.02521,POINT (-105.02521 39.743145)
2890,PINEAPPLE EXCHANGE LLC,PINEAPPLE EXCHANGE,402R-00756,2895 West 8th Avenue,Denver,80204,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.7294975,-105.0233657,POINT (-105.0233657 39.7294975)
2956,SOUTHWEST ALTERNATIVE CARE LLC,KAYA,402R-00515,3937 West Colfax Avenue,Denver,80204,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.74049,-105.0390874,POINT (-105.0390874 39.74049)
3060,YUMA WAY LLC,1136 YUMA,402R-00613,1136 North Yuma Court,Denver,80204,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.7344524,-105.0145487,POINT (-105.0145487 39.7344524)
54,BALLPARK HOLISTIC DISPENSARY CORP,BALLPARK HOLISTIC DISPENSARY,402-00174,"2119 Larimer Street, Suite 1",Denver,80205,Denver,MED Licensed Center,3,2019,,TEXAS,39.7543841,-104.9912346,POINT (-104.9912346 39.7543841)
137,DENVER PATIENTS GROUP LLC,LIVWELL,402-00998,2863 Larimer Street,Denver,80205,Denver,MED Licensed Center,3,2019,,TEXAS,39.7613522,-104.9819571,POINT (-104.9819571 39.7613522)
143,DKC LLC,DENVER KUSH CLUB,402-00545,2615 Welton Street,Denver,80205,Denver,MED Licensed Center,3,2019,,TEXAS,39.7541769,-104.9790118,POINT (-104.9790118 39.7541769)
190,GREEN KIWI 2 LLC,LIVWELL,402-00982,"3980 Franklin Street, Unit 101",Denver,80205,Denver,MED Licensed Center,3,2019,,TEXAS,39.7726394,-104.9681234,POINT (-104.9681234 39.7726394)
258,KTA LLC,THE LODGE,402-01007,3944 North High Street,Denver,80205,Denver,MED Licensed Center,3,2019,,TEXAS,39.7720925,-104.9643672,POINT (-104.9643672 39.7720925)
297,MILE HIGH MEDICAL LLC,MMJ AMERICA UPTOWN,402-00288,2042 Arapahoe Street,Denver,80205,Denver,MED Licensed Center,3,2019,,TEXAS,39.7521383,-104.989935,POINT (-104.989935 39.7521383)
301,MJM HOLDINGS LIMITED,STICKY FINGERZ,402-01076,3954 Williams Street,Denver,80205,Denver,MED Licensed Center,3,2019,,TEXAS,39.772378,-104.9655782,POINT (-104.9655782 39.772378)
370,RINO SUPPLY CO INC,,402-00793,3100 Blake Street,Denver,80205,Denver,MED Licensed Center,3,2019,,TEXAS,39.7646002,-104.9807805,POINT (-104.9807805 39.7646002)
452,TWOG-WALNUT LLC,BUDDY BOY,402-00118,3814 Walnut Street,Denver,80205,Denver,MED Licensed Center,3,2019,,TEXAS,39.7705238,-104.9713875,POINT (-104.9713875 39.7705238)
457,UNIVERSAL HERBS LLC,UNIVERSAL HERBS,402-00370,800 Park Avenue West,Denver,80205,Denver,MED Licensed Center,3,2019,,TEXAS,39.7523961,-104.9848365,POINT (-104.9848365 39.7523961)
521,ALTITUDE WELLNESS CENTER LLC,NATURES HERBS AND WELLNESS DTC,403-00324,1930 East 40th Avenue,Denver,80205,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.7725485,-104.9638301,POINT (-104.9638301 39.7725485)
725,GREEN KIWI 2 LLC,LIVWELL,403-00271,1660 East 40th Avenue,Denver,80205,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.7727867,-104.9673183,POINT (-104.9673183 39.7727867)
726,GREEN KIWI 2 LLC,LIVWELL,403-00272,1660 East 40th Avenue,Denver,80205,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.7727867,-104.9673183,POINT (-104.9673183 39.7727867)
794,JVJC HOLDINGS III LLC,,403-00160,"3887 North Steele Street, Unit 102",Denver,80205,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.7704853,-104.9539382,POINT (-104.9539382 39.7704853)
858,MEDICAL CANNABIS COLORADO LLC,CURE COLORADO,403-01091,3930 Blake Street,Denver,80205,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.772082,-104.9711481,POINT (-104.9711481 39.772082)
871,MILE HIGH MEDICAL LLC,MMJ AMERICA UPTOWN,403-01398,2042 Arapahoe Street,Denver,80205,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.7521383,-104.989935,POINT (-104.989935 39.7521383)
876,MJM HOLDINGS LIMITED,STICKY FINGERZ,403-00286,3954 North Williams Street,Denver,80205,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.772378,-104.9655782,POINT (-104.9655782 39.772378)
954,PLATTE VALLEY DISPENSARY LLC,PLATTE VALLEY DISPENSARY,403-00032,3926 Race Street,Denver,80205,Denver,MED Licensed Cultivator,3,2019,,NOM,39.77221196,-104.9635262,POINT (-104.9635262 39.77221196)
955,PLATTE VALLEY DISPENSARY LLC,PLATTE VALLEY DISPENSARY,403-00875,3104 Blake Street,Denver,80205,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.7646793,-104.9806803,POINT (-104.9806803 39.7646793)
1266,LUCKY SWEETS LLC,ALTUS LABS,404-00357,3980 Franklin Street,Denver,80205,Denver,MED Licensed Infused Product Manufacturer,3,2019,,TEXAS,39.7726394,-104.9681234,POINT (-104.9681234 39.7726394)
1539,GENTLEMAN QUINNS LLC,GENTLEMAN QUINNS,404R-00367,2282 North Broadway,Denver,80205,Denver,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,CENSUS,39.75409,-104.98738,POINT (-104.98738 39.75409)
1599,LUCKY SWEETS LLC,LUCKY EDIBLES,404R-00019,3980 Franklin Street,Denver,80205,Denver,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,TEXAS,39.7726394,-104.9681234,POINT (-104.9681234 39.7726394)
1767,ALTITUDE WELLNESS CENTER LLC,NATURE'S HERBS & WELLNESS DTC,403R-00171,1930 East 40th Avenue,Denver,80205,Denver,MED Licensed Retail Cultivator,3,2019,,TEXAS,39.7725485,-104.9638301,POINT (-104.9638301 39.7725485)
1994,GREEN KIWI 2 LLC,LIVWELL,403R-00148,1660 East 40th Avenue,Denver,80205,Denver,MED Licensed Retail Cultivator,3,2019,,TEXAS,39.7727867,-104.9673183,POINT (-104.9673183 39.7727867)
2175,MJM HOLDINGS LIMITED,STICKY FINGERZ,403R-00157,3954 Williams Street,Denver,80205,Denver,MED Licensed Retail Cultivator,3,2019,,NOM,39.77217429,-104.9658281,POINT (-104.9658281 39.77217429)
2235,PLATTE VALLEY DISPENSARY LLC,PLATTE VALLEY DISPENSARY,403R-00297,3104 Blake Street,Denver,80205,Denver,MED Licensed Retail Cultivator,3,2019,,NOM,39.76463514,-104.9808177,POINT (-104.9808177 39.76463514)
2396,TWOG-WALNUT LLC,BUDDY BOY,403R-00432,3814 Walnut Street,Denver,80205,Denver,MED Licensed Retail Cultivator,3,2019,,NOM,39.7703639,-104.9712863,POINT (-104.9712863 39.7703639)
2565,BALLPARK HOLISTIC DISPENSARY CORP,BALLPARK HOLISTIC DISPENSARY,402R-00253,"2119 Larimer Street, Suite 1",Denver,80205,Denver,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,39.75411,-104.9911,POINT (-104.9911 39.75411)
2579,BOTANICO INC,,402R-00053,3054 Larimer Street,Denver,80205,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.7629471,-104.9794671,POINT (-104.9794671 39.7629471)
2649,DENVER PATIENTS GROUP LLC,LIVWELL,402R-00167,2863 Larimer Street,Denver,80205,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.7613211,-104.9820329,POINT (-104.9820329 39.7613211)
2658,DKC LLC,DENVER KUSH CLUB,402R-00026,2615 Welton Street,Denver,80205,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.7542655,-104.9789739,POINT (-104.9789739 39.7542655)
2716,GREEN KIWI 2 LLC,LIVWELL,402R-00111,"3980 Franklin Street, Unit 101",Denver,80205,Denver,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,39.77255,-104.96838,POINT (-104.96838 39.77255)
2792,KTA LLC,THE LODGE,402R-00614,3944 High Street,Denver,80205,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.77204545,-104.9645964,POINT (-104.9645964 39.77204545)
2843,MILE HIGH MEDICAL LLC,MMJ AMERICA UPTOWN,402R-00019,2042 Arapahoe Street,Denver,80205,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.75203055,-104.9898143,POINT (-104.9898143 39.75203055)
2848,MJM HOLDINGS LIMITED,STICKY FINGERZ,402R-00656,3954 Williams Street,Denver,80205,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.77217429,-104.9658281,POINT (-104.9658281 39.77217429)
2908,RINO SUPPLY CO INC,,402R-00790,3100 Blake Street,Denver,80205,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.76454805,-104.980582,POINT (-104.980582 39.76454805)
2968,SUMMIT WELLNESS,DEN REC DENVER RECREATIONAL DISPENSARY,402R-00133,"2117 Larimer Street, Unit 1",Denver,80205,Denver,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,39.754093,-104.99113,POINT (-104.99113 39.754093)
3033,TWOG-WALNUT LLC,BUDDY BOY,402R-00385,3814 Walnut Street,Denver,80205,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.7703639,-104.9712863,POINT (-104.9712863 39.7703639)
3037,UNIVERSAL HERBS LLC,UNIVERSAL HERBS,402R-00602,800 Park Avenue West,Denver,80205,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.75241905,-104.9849532,POINT (-104.9849532 39.75241905)
89,CAREGIVERS FOR LIFE LLC,,402-00301,310 Saint Paul Street,Denver,80206,Denver,MED Licensed Center,3,2019,,TEXAS,39.7212558,-104.9506952,POINT (-104.9506952 39.7212558)
139,DISCOUNT MEDICAL MARIJUANA LLC,HIGH LEVEL HEALTH,402-00262,2028 East Colfax Avenue,Denver,80206,Denver,MED Licensed Center,3,2019,,TEXAS,39.7398384,-104.9625475,POINT (-104.9625475 39.7398384)
2597,CAREGIVERS FOR LIFE LLC,,402R-00086,310 Saint Paul Street,Denver,80206,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.7213419,-104.9508182,POINT (-104.9508182 39.7213419)
2603,CG NETWORK LLC,GROUNDSWELL,402R-00400,3121 East Colfax Avenue,Denver,80206,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.74041615,-104.9506049,POINT (-104.9506049 39.74041615)
2654,DISCOUNT MEDICAL MARIJUANA LLC,HIGH LEVEL HEALTH,402R-00082,2028 East Colfax Avenue,Denver,80206,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.739911,-104.9630466,POINT (-104.9630466 39.739911)
188,GREEN KIWI 1 LLC,LIVWELL,402-00018,3955 North Oneida Street,Denver,80207,Denver,MED Licensed Center,3,2019,,TEXAS,39.771995,-104.9079017,POINT (-104.9079017 39.771995)
238,JGB VENTURES LLC,DANK,402-00011,3835 Elm Street  Unit C,Denver,80207,Denver,MED Licensed Center,3,2019,,TEXAS,39.7700296,-104.9296227,POINT (-104.9296227 39.7700296)
264,LIGHTSHADE LABS LLC,LIGHTSHADE,402-00603,3950 Holly Street,Denver,80207,Denver,MED Licensed Center,3,2019,,TEXAS,39.7722248,-104.9220947,POINT (-104.9220947 39.7722248)
582,BUDDIES WELLNESS LLC,LA BODEGA,403-01522,5005 East 39th Avenue,Denver,80207,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.7717741,-104.9293132,POINT (-104.9293132 39.7717741)
692,FLOOBIES LLC,BEMINDFUL,403-01093,3880 Holly Street,Denver,80207,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.7707908,-104.9219002,POINT (-104.9219002 39.7707908)
734,GREEN SATIVA LLC,,403-01728,3990 Grape Street,Denver,80207,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.7728837,-104.9243626,POINT (-104.9243626 39.7728837)
741,H&J SERVICES INC,BEMINDFUL,403-00696,3880 Holly Street,Denver,80207,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.7707908,-104.9219002,POINT (-104.9219002 39.7707908)
750,HERBAL HEALTH LLC,LOCAL PRODUCT OF COLORADO,403-01018,3930 North Holly Street,Denver,80207,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.7717717,-104.9220806,POINT (-104.9220806 39.7717717)
783,JET BLACK ENTERPRISES LLC,LEIFFA,403-00563,5775 East 39th Avenue,Denver,80207,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.771436,-104.9208062,POINT (-104.9208062 39.771436)
784,JGB VENTURES LLC,DANK,403-00013,"3835 Elm Street, Unit C",Denver,80207,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.7700296,-104.9296227,POINT (-104.9296227 39.7700296)
820,LEVELS IV INC,LEVELS IV INC,403-00303,3857 Elm Street,Denver,80207,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.7704217,-104.9295341,POINT (-104.9295341 39.7704217)
822,LIGHTSHADE LABS LLC,LIGHTSHADE,403-00378,3950 Holly Street,Denver,80207,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.7722248,-104.9220947,POINT (-104.9220947 39.7722248)
875,MJLQ LLC,WHOLE MEDS,403-01469,"5959 East 39th Avenue, Unit #101",Denver,80207,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.7712282,-104.919296,POINT (-104.919296 39.7712282)
910,NATURE MED INC,KIND MEDS,403-01491,5105 East 38th Avenue Units 101-104 & 201-204,Denver,80207,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.7695169,-104.9280651,POINT (-104.9280651 39.7695169)
911,NATURE MED INC,KIND-MEDS,403-01712,"5105  East 38th Avenue, Units 101-104 & 201-204",Denver,80207,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.7695169,-104.9280651,POINT (-104.9280651 39.7695169)
1084,TR SCIENTIFIC LLC,THE ROOT OF IT ALL,403-00694,3880 Holly Street,Denver,80207,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.7707908,-104.9219002,POINT (-104.9219002 39.7707908)
1109,UNIVERSAL HERBS LLC,UNIVERSAL HERBS,403-00395,"5959 East 39th Avenue, Unit 102",Denver,80207,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.7712282,-104.919296,POINT (-104.919296 39.7712282)
1110,UNIVERSAL HERBS LLC,UNIVERSAL HERBS,403-01457,5959 East 39th Avenue Unit 102,Denver,80207,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.7712282,-104.919296,POINT (-104.919296 39.7712282)
1126,WDG INC,BEMINDFUL,403-01061,3880 Holly Street,Denver,80207,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.7707908,-104.9219002,POINT (-104.9219002 39.7707908)
1152,AVICENNA PRODUCTS LLC,HIGH TECH CONCENTRATES,404-00472,3950 Grape Street,Denver,80207,Denver,MED Licensed Infused Product Manufacturer,3,2019,,TEXAS,39.772604,-104.9244218,POINT (-104.9244218 39.772604)
1268,LUMINESCENCE LABS INC,DENVER DAB COMPANY,404-00438,3925 Oneida Street,Denver,80207,Denver,MED Licensed Infused Product Manufacturer,3,2019,,TEXAS,39.7716249,-104.908008,POINT (-104.908008 39.7716249)
1395,NORDIC ANALYTICAL LABORATORIES LLC,,405-00003,3960 Grape Street,Denver,80207,Denver,MED Licensed Testing Facility,3,2019,,TEXAS,39.7726809,-104.9244247,POINT (-104.9244247 39.7726809)
1406,"NORDIC ANALYTICAL LABORATORIES, LLC",,405-00003,3960 Grape Street,Denver,80207,Denver,MED Licensed Testing Facility,3,2019,Microbial contaminate Testing,TEXAS,39.7726809,-104.9244247,POINT (-104.9244247 39.7726809)
1416,NORDIC ANALYTICAL LABORATORIES LLC,,405-00003,3960 Grape Street,Denver,80207,Denver,MED Licensed Testing Facility,3,2019,Pesticide Testing,TEXAS,39.7726809,-104.9244247,POINT (-104.9244247 39.7726809)
1426,"NORDIC ANALYTICAL LABORATORIES, LLC",,405-00003,3960 Grape Street,Denver,80207,Denver,MED Licensed Testing Facility,3,2019,Potency/Homogeneity Testing,TEXAS,39.7726809,-104.9244247,POINT (-104.9244247 39.7726809)
1436,"NORDIC ANALYTICAL LABORATORIES, LLC",,405-00003,3960 Grape Street,Denver,80207,Denver,MED Licensed Testing Facility,3,2019,Residual Solvents Contaminate Testing,TEXAS,39.7726809,-104.9244247,POINT (-104.9244247 39.7726809)
1459,AVICENNA PRODUCTS LLC,HIGH TECH CONCENTRATES,404R-00258,3950 Grape Street,Denver,80207,Denver,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,TEXAS,39.772604,-104.9244218,POINT (-104.9244218 39.772604)
1491,COLORADO GENERAL SERVICE PROVIDER,CGSP,404R-00405,6767 East 39th Avenue Unit 104,Denver,80207,Denver,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,TEXAS,39.7713417,-104.9101023,POINT (-104.9101023 39.7713417)
1600,LUMINESCENCE LABS INC,DENVER DAB COMPANY,404R-00255,3925 Oneida Street,Denver,80207,Denver,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,TEXAS,39.7716249,-104.908008,POINT (-104.908008 39.7716249)
1666,SIERRACO ENTERPRISES LLC,SIERRA HIGH INFUSIONS,404R-00382,3820 Forest Street,Denver,80207,Denver,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,TEXAS,39.7697517,-104.9266651,POINT (-104.9266651 39.7697517)
1738,4940 CORPORATION LLC,THE GARDEN,403R-00167,4940 East 39th Avenue,Denver,80207,Denver,MED Licensed Retail Cultivator,3,2019,,TEXAS,39.7714459,-104.9301412,POINT (-104.9301412 39.7714459)
2003,GREEN SATIVA LLC,,403R-00898,3990 Grape Street,Denver,80207,Denver,MED Licensed Retail Cultivator,3,2019,,NOM,39.77201609,-104.924508,POINT (-104.924508 39.77201609)
2034,HERBAL HEALTH LLC,LOCAL PRODUCT OF COLORADO,403R-00653,3930 Holly Street,Denver,80207,Denver,MED Licensed Retail Cultivator,3,2019,,NOM,39.77168164,-104.922206,POINT (-104.922206 39.77168164)
2088,JET BLACK ENTERPRISES LLC,LEIFFA,403R-00062,5775 East 39th Avenue,Denver,80207,Denver,MED Licensed Retail Cultivator,3,2019,,NOM,39.77114113,-104.9206237,POINT (-104.9206237 39.77114113)
2090,JGB VENTURES LLC,DANK,403R-00004,"3835 Elm Street, Unit C",Denver,80207,Denver,MED Licensed Retail Cultivator,3,2019,,CENSUS,39.769848,-104.92934,POINT (-104.92934 39.769848)
2133,LEVELS IV INC,,403R-00235,3857 North Elm Street,Denver,80207,Denver,MED Licensed Retail Cultivator,3,2019,,CENSUS,39.770363,-104.92934,POINT (-104.92934 39.770363)
2136,LIGHTSHADE LABS LLC,LIGHTSHADE,403R-00213,3950 Holly Street,Denver,80207,Denver,MED Licensed Retail Cultivator,3,2019,,NOM,39.77201739,-104.9222063,POINT (-104.9222063 39.77201739)
2174,MJLQ LLC,WHOLE MEDS,403R-00591,"5959 East 39th Avenue, Unit 101",Denver,80207,Denver,MED Licensed Retail Cultivator,3,2019,,CENSUS,39.77107,-104.9191,POINT (-104.9191 39.77107)
2346,SUPER FARM LLC,SUPER FARM,403R-00090,5395 East 39th Avenue,Denver,80207,Denver,MED Licensed Retail Cultivator,3,2019,,NOM,39.7715052,-104.9248912,POINT (-104.9248912 39.7715052)
2400,UNIVERSAL HERBS LLC,UNIVERSAL HERBS,403R-00808,"5959 East 39th Avenue, Unit 102",Denver,80207,Denver,MED Licensed Retail Cultivator,3,2019,,CENSUS,39.77107,-104.9191,POINT (-104.9191 39.77107)
2419,WDG INC,BEMINDFUL,403R-00106,3880 North Holly Street,Denver,80207,Denver,MED Licensed Retail Cultivator,3,2019,,CENSUS,39.770622,-104.9223,POINT (-104.9223 39.770622)
2448,NORDIC ANALYTICAL LABORATORIES LLC,,405R-00020,3960 Grape Street,Denver,80207,Denver,MED Licensed Retail Testing Facility,3,2019,,NOM,39.77185972,-104.924508,POINT (-104.924508 39.77185972)
2459,NORDIC ANALYTICAL LABORATORIES LLC,NORDIC ANALYTICAL LABORATORIES LLC,405R-00020,3960 Grape Street,Denver,80207,Denver,MED Licensed Retail Testing Facility,3,2019,Microbial contaminate Testing,NOM,39.77185972,-104.924508,POINT (-104.924508 39.77185972)
2469,NORDIC ANALYTICAL LABORATORIES LLC,,405R-00020,3960 Grape Street,Denver,80207,Denver,MED Licensed Retail Testing Facility,3,2019,Pesticide Testing,NOM,39.77185972,-104.924508,POINT (-104.924508 39.77185972)
2479,NORDIC ANALYTICAL LABORATORIES LLC,NORDIC ANALYTICAL LABORATORIES LLC,405R-00020,3960 Grape Street,Denver,80207,Denver,MED Licensed Retail Testing Facility,3,2019,Potency/Homogeneity Testing,NOM,39.77185972,-104.924508,POINT (-104.924508 39.77185972)
2489,NORDIC ANALYTICAL LABORATORIES LLC,NORDIC ANALYTICAL LABORATORIES LLC,405R-00020,3960 Grape Street,Denver,80207,Denver,MED Licensed Retail Testing Facility,3,2019,Residual Solvents Contaminate Testing,NOM,39.77185972,-104.924508,POINT (-104.924508 39.77185972)
2715,GREEN KIWI 1 LLC,LIVWELL,402R-00454,3955 Oneida Street,Denver,80207,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.77182151,-104.9077864,POINT (-104.9077864 39.77182151)
2771,JGB VENTURES LLC,DANK,402R-00004,"3835 Elm Street, Unit C",Denver,80207,Denver,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,39.769848,-104.92934,POINT (-104.92934 39.769848)
2801,LIGHTSHADE LABS LLC,LIGHTSHADE,402R-00073,3950 Holly Street,Denver,80207,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.77201739,-104.9222063,POINT (-104.9222063 39.77201739)
10,PIONEER LOGISTICS LLC,,406NP-00003,303 South Broadway  Suite 200,Denver,80209,Denver,MED Licensed Transporters,3,2019,,TEXAS,39.7105302,-104.9878844,POINT (-104.9878844 39.7105302)
38,ALPINE HERBAL WELLNESS LLC,FROSTED LEAF,402-00699,399 South Harrison Street,Denver,80209,Denver,MED Licensed Center,3,2019,,TEXAS,39.7094471,-104.9416955,POINT (-104.9416955 39.7094471)
63,BEYOND BROADWAY LLC,LIVWELL,402-00902,432 South Broadway,Denver,80209,Denver,MED Licensed Center,3,2019,,TEXAS,39.7087028,-104.9874641,POINT (-104.9874641 39.7087028)
64,BGOOD VENTURES LLC,BGOOD APOTHECARY,402-00670,80 South Pennsylvania Street,Denver,80209,Denver,MED Licensed Center,3,2019,,TEXAS,39.7151026,-104.981321,POINT (-104.981321 39.7151026)
280,MADISON ENTERPRISES LLC,PINK HOUSE CHERRY,402-00334,"111 South Madison Street, Suite 111",Denver,80209,Denver,MED Licensed Center,3,2019,,TEXAS,39.7143601,-104.9467076,POINT (-104.9467076 39.7143601)
